N,P,K,temperature,humidity,ph,rainfall,crop_type,soil_moisture,sunlight_exposure,wind_speed,co2_concentration,organic_matter,crop_density,pest_pressure,urban_area_proximity,frost_risk,water_usage_efficiency,soil_type,fertilizer_type,irrigation_method
21,21,30,27.69819273,51.41593238,5.403908328,100.7720705,mango,14.82367951,11.13165259,9.768237318,433.355686,2.243975738,18.23555096,74.04818756,35.65197034,50.61375179,2.58527892,Clayey Soil,Urea,Subsurface Irrigation
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,mango,29.73882561,10.76009552,1.086693983,419.1485888,7.373538348,15.899701,15.31504671,35.30472775,77.83343548,2.928133718,Loamy Soil,NPK Fertilizer,Drip Irrigation
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,mango,11.84767261,10.70536593,13.18635941,436.592146,6.770849112,12.48758034,46.67522709,20.4884124,7.889667498,4.167741661,Sandy Soil,NPK Fertilizer,Subsurface Irrigation
18,26,31,32.6112614,47.74916499,5.418475257,91.10190759,mango,11.75410674,5.949850465,9.31743879,371.103733,2.334869457,13.19273391,13.73249852,45.85009663,48.00019706,1.175298474,Loamy Soil,Organic Manure,Subsurface Irrigation
24,130,195,29.99677232,81.54156612,6.112305667,67.12534492,grapes,20.34787657,11.11831968,18.80421723,430.5065752,1.195190379,5.207192961,1.417286251,46.00423392,3.589185827,2.480357982,Sandy Soil,Organic Manure,Subsurface Irrigation
13,144,204,30.7280404,82.42614055,6.092241627,68.38135469,grapes,16.49633559,5.20076604,14.56456704,429.0008664,2.748629066,18.55178921,85.66566178,20.61239903,14.3194924,1.137293783,Loamy Soil,Urea,Subsurface Irrigation
22,123,205,32.44577836,83.88504863,5.896343436,68.73932528,grapes,22.16886462,6.447451302,15.52408841,432.8964487,6.439147802,9.204864451,18.96716185,25.75307676,82.09382635,4.934803587,Clayey Soil,Compost,Subsurface Irrigation
36,125,196,37.46566825,80.65968681,6.15526103,66.83872293,grapes,15.06775579,8.67295366,17.96351557,433.2752727,3.710994479,11.91108307,23.51669978,30.73623793,12.04329122,4.45068418,Clayey Soil,Urea,Subsurface Irrigation
24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,grapes,24.22334232,6.965756858,4.377545278,396.0249927,2.614872529,5.664810726,2.050316858,40.11424081,3.263675141,3.456657372,Clayey Soil,Organic Manure,Drip Irrigation
2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,grapes,16.70518366,8.609614687,14.82983293,380.9832707,6.947465462,11.03404457,14.87964432,10.84495179,76.1818692,3.933089559,Sandy Soil,Urea,Surface Irrigation
35,140,197,16.77557314,82.75241875,6.106190557,66.76285469,grapes,14.62008457,10.2262717,16.78093173,413.0635356,2.422168019,6.301045368,5.249633383,30.74265172,87.33094314,2.501525472,Loamy Soil,Organic Manure,Sprinkler Irrigation
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,grapes,29.38131836,11.01270484,11.68294896,396.5410116,2.499690419,12.01613774,96.71358284,45.20095956,52.34981248,4.626408985,Loamy Soil,Urea,Subsurface Irrigation
6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,grapes,27.62707817,8.733748359,18.73195083,396.6219232,2.549924497,14.64693406,83.25699665,0.213405911,52.55218301,4.177917786,Sandy Soil,Organic Manure,Sprinkler Irrigation
17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,grapes,26.45161256,10.5370508,3.339449637,439.6479377,2.272237681,6.78951107,33.94450949,33.74398722,13.58074483,3.369424441,Clayey Soil,Organic Manure,Drip Irrigation
25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,grapes,17.51148646,10.4325679,10.68219046,427.0928199,4.099136698,9.51645672,53.92030748,38.61620496,13.36141598,4.213670643,Clayey Soil,Organic Manure,Subsurface Irrigation
27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,grapes,15.60212743,10.51670449,5.806513986,434.2757035,2.564396912,7.171846853,77.10854474,0.56712769,48.64512826,4.012138945,Clayey Soil,Compost,Surface Irrigation
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,grapes,15.12594393,11.68043481,10.40162192,351.8697654,3.248108782,19.52160903,30.79029977,28.28615471,91.29478552,4.524707521,Loamy Soil,Urea,Sprinkler Irrigation
16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,grapes,25.62357252,6.512361568,0.854191819,448.0668048,9.707039205,5.152325825,56.64718722,39.73659588,30.98365251,3.055783516,Sandy Soil,Urea,Subsurface Irrigation
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,grapes,26.25642015,5.104906777,13.87482291,388.8692329,6.917806232,6.279970139,22.146875,46.86842093,52.21090211,1.377959553,Clayey Soil,Urea,Drip Irrigation
22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,grapes,14.94797046,11.27483815,11.86161953,366.9060356,7.382527542,13.41108362,33.31182541,46.6428478,96.17276879,4.591922308,Clayey Soil,Organic Manure,Surface Irrigation
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,grapes,24.1892053,9.660157539,2.653339247,354.3488489,4.252726371,16.84187099,49.60307783,48.55032993,32.64937918,2.80249669,Sandy Soil,Urea,Sprinkler Irrigation
3,136,205,17.5862944,80.84806564,6.334771461,71.4065452,grapes,24.82448391,9.168873,16.22050917,448.1283419,2.538648714,8.500404641,81.10735267,11.72236379,46.05430238,1.530220797,Clayey Soil,Urea,Sprinkler Irrigation
28,122,197,19.89363946,82.73366439,5.856575335,69.66256816,grapes,21.91331212,6.598409696,13.96038082,446.6267504,7.506281104,5.008420799,40.07850015,22.0813644,32.87276082,2.474821535,Loamy Soil,Organic Manure,Subsurface Irrigation
4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,grapes,12.66139345,6.272751682,11.96398591,359.9507871,7.854175747,14.10140289,56.88557046,15.65489879,67.28258087,2.299443905,Sandy Soil,NPK Fertilizer,Surface Irrigation
39,145,201,36.73126647,80.58931938,5.775600435,72.24230804,grapes,19.02099379,5.421545703,0.97341162,380.649499,6.646926257,16.65161938,78.06295099,22.71450132,20.59929159,2.62635773,Sandy Soil,Organic Manure,Surface Irrigation
38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,grapes,22.00767984,7.640145693,19.81009508,438.6233684,9.323514852,8.572926763,21.44335964,18.95569324,20.01234003,4.525111775,Loamy Soil,Urea,Surface Irrigation
36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,grapes,20.30131903,5.832292298,3.509860634,439.127211,5.393187163,13.89284217,23.14839142,1.758717705,65.55490814,1.564530837,Clayey Soil,Organic Manure,Surface Irrigation
25,121,201,30.50734778,82.71775569,5.594240603,70.08200379,grapes,11.71464567,9.123124856,4.624838206,443.5236713,9.828679123,16.98844692,77.04206168,44.185339,32.40568155,2.710896733,Clayey Soil,NPK Fertilizer,Drip Irrigation
15,125,199,18.4269936,80.55625868,5.569230319,69.75734306,grapes,11.40279577,5.415000928,9.05834085,415.3857422,4.770770482,13.27334485,1.683869145,27.29727064,55.12182975,2.744498539,Clayey Soil,Organic Manure,Surface Irrigation
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,grapes,25.63866037,5.257881241,11.91736765,408.2985744,9.451805466,9.127122438,40.58738554,40.08171949,51.23328787,4.557430901,Loamy Soil,Urea,Sprinkler Irrigation
13,132,203,23.60115364,82.48336987,6.423216506,73.23901752,grapes,13.03725464,7.729509765,0.11456561,408.5641414,4.745456112,18.3993781,51.44485323,39.36563994,62.69875988,4.817665636,Loamy Soil,NPK Fertilizer,Sprinkler Irrigation
5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,grapes,11.38834919,5.305920704,16.81121088,439.4438791,9.035840212,7.314279477,52.12481383,33.10709879,79.64153038,2.41152849,Sandy Soil,Compost,Drip Irrigation
30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,grapes,23.02240762,9.245744834,14.56891663,391.4613835,3.428382576,9.574439121,63.49071187,43.84831711,34.72031387,3.563826046,Loamy Soil,Urea,Sprinkler Irrigation
23,142,197,39.06555518,82.03812973,6.000573725,69.30772897,grapes,18.24630971,8.578819745,0.40823999,405.7531416,3.088008738,9.216907323,49.40356418,9.338311709,91.21933801,2.078074255,Loamy Soil,NPK Fertilizer,Sprinkler Irrigation
26,135,203,33.78372897,81.16314317,5.685102769,74.53557341,grapes,17.22527557,6.605099882,13.32044786,442.0054287,6.705408934,8.800177998,17.14126267,31.37664191,58.33450995,4.020210665,Clayey Soil,NPK Fertilizer,Surface Irrigation
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,grapes,27.67247906,9.752134276,6.720288959,374.1717207,8.321419634,6.763185329,20.50402261,7.437883397,61.51929802,3.529737339,Clayey Soil,Compost,Sprinkler Irrigation
32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,grapes,18.77887233,8.317899433,17.98382162,362.5806108,4.563895742,14.02057304,71.5682071,22.23306101,80.20093987,1.475375103,Clayey Soil,Organic Manure,Drip Irrigation
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,grapes,10.98491995,11.08389259,1.125775255,372.4874418,3.288221647,13.70614412,43.67954867,31.75082162,78.04498392,3.957470131,Loamy Soil,Organic Manure,Surface Irrigation
20,142,196,10.89875873,80.01639435,6.207600783,68.69420397,grapes,19.4840993,9.02474255,4.154619297,433.116406,3.731983774,16.07480888,96.62295869,1.909123014,7.559196664,2.318655076,Sandy Soil,Urea,Subsurface Irrigation
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,grapes,22.33063395,11.70067219,12.04670193,378.476364,1.091073419,15.37626597,86.86066933,46.15320407,42.93254506,3.967954622,Sandy Soil,Compost,Surface Irrigation
3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,grapes,23.78859016,11.45198497,1.426681419,419.2313734,9.57832332,11.65896524,41.78807875,48.68084965,61.11486392,3.52086597,Sandy Soil,Organic Manure,Drip Irrigation
38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,grapes,17.31318473,7.572945985,15.40061378,384.6826212,7.533527816,16.69566004,42.58665792,0.734905776,16.30386231,3.964191081,Clayey Soil,Compost,Surface Irrigation
14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,grapes,22.70373098,11.27790961,2.40077638,377.1429786,9.446816909,12.1303468,49.47912391,0.606953123,83.68687215,4.266625818,Loamy Soil,Organic Manure,Surface Irrigation
20,122,204,11.7976469,80.86325389,6.487369687,65.06962486,grapes,15.05662065,9.771058774,6.496278991,404.9688101,1.448350251,11.93867706,21.93366487,33.70341307,30.40902279,3.770295642,Clayey Soil,NPK Fertilizer,Drip Irrigation
40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,grapes,26.26395316,10.73173007,1.864690979,368.8449688,8.610899421,5.455793986,24.04894842,19.08118332,40.14600763,4.397018287,Sandy Soil,Organic Manure,Surface Irrigation
36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,grapes,29.22898709,7.953328622,4.621229658,381.4469238,8.73196968,10.37043144,15.37850545,49.06922584,98.49465493,4.881125266,Sandy Soil,Compost,Drip Irrigation
11,132,197,15.99050693,81.23966573,5.734317007,74.40198861,grapes,26.83058522,11.72796632,0.09929434,425.9998181,3.080484487,14.20532616,50.93582003,28.95764336,33.10691649,2.502262509,Clayey Soil,NPK Fertilizer,Drip Irrigation
0,137,195,22.4359017,80.18612085,6.329499832,65.3973168,grapes,10.18596245,6.374898765,8.23424725,361.4719191,4.179964346,5.736138589,12.14134116,49.27758381,70.49484985,2.378146893,Clayey Soil,NPK Fertilizer,Subsurface Irrigation
19,123,200,34.76086052,81.03544763,6.167013532,65.70430027,grapes,24.55920449,9.89029672,1.897759919,413.4592038,1.645727398,13.48943342,28.2640555,25.51844231,13.36806257,3.319320942,Clayey Soil,NPK Fertilizer,Sprinkler Irrigation
31,136,197,31.11047251,83.34010951,5.653776058,71.43001582,grapes,10.3302698,8.116303556,11.62939637,363.5635072,2.387687199,12.25142141,14.91550874,31.28899433,50.20628144,4.113281672,Sandy Soil,Compost,Sprinkler Irrigation
4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,grapes,28.71880532,9.931031916,2.1319597,350.4774122,5.428885365,12.26730787,68.4919407,49.52861751,51.17792339,1.281286024,Loamy Soil,Urea,Surface Irrigation
39,139,201,41.18664903,81.01783402,5.539980812,68.68895899,grapes,12.65252838,11.69261928,3.959662639,434.8478778,7.637829565,11.72091965,2.286993836,5.131734354,54.63253993,1.735788536,Sandy Soil,Urea,Surface Irrigation
8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,grapes,11.24881812,10.1705194,12.82738117,369.3843367,6.207797844,6.438303369,39.71797424,13.61263981,87.82006369,4.349723002,Sandy Soil,Urea,Subsurface Irrigation
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,grapes,24.27140778,5.080092934,9.543228116,365.738959,9.104049233,5.726596282,17.79086207,31.65539161,3.043148183,2.565814177,Loamy Soil,Compost,Subsurface Irrigation
32,120,204,10.38004759,83.44518113,6.138958698,67.3917379,grapes,11.09995651,7.991138212,2.287884837,409.071601,4.460667302,12.01506864,70.85331881,38.31314221,70.52943984,4.631603878,Clayey Soil,NPK Fertilizer,Subsurface Irrigation
12,142,203,31.3115978,82.56407013,5.972850838,65.01095312,grapes,26.56929896,10.98004362,12.49575039,398.1588131,6.493816722,19.57817116,97.21760002,9.823946163,30.49151107,1.443802392,Clayey Soil,Urea,Drip Irrigation
8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,grapes,28.33684741,7.627743626,4.038708118,362.9916432,7.832591131,10.37626148,20.17563496,0.789280229,82.53756677,3.696058494,Sandy Soil,Compost,Subsurface Irrigation
8,139,199,29.36947679,81.53996362,6.336426667,66.13442813,grapes,24.10526429,10.65389976,13.02778098,393.5403994,5.455774175,17.50078113,37.7734038,5.212742279,60.71800106,4.503221068,Loamy Soil,Urea,Subsurface Irrigation
21,134,202,10.72302459,80.02130636,6.425419926,65.2982112,grapes,11.56502365,5.081437223,13.29620354,407.5691674,3.542464091,11.62723947,17.85880151,45.25056352,92.805706,1.738080666,Sandy Soil,Organic Manure,Surface Irrigation
40,140,195,14.97846952,80.49979873,6.294395676,71.63437433,grapes,23.21829705,8.294437698,7.329548467,388.0038028,7.060451134,10.92993429,23.07284738,33.3238609,51.32731796,2.792865396,Sandy Soil,Urea,Subsurface Irrigation
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,grapes,22.65148155,11.19581078,5.165528262,355.8098768,4.555670904,11.79636054,88.84990127,26.81083852,39.74458813,1.293818681,Clayey Soil,Urea,Drip Irrigation
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,grapes,10.2744697,6.245597847,13.97237452,406.930694,4.285511109,18.02001092,48.8521042,39.91705441,57.15418309,3.927713712,Clayey Soil,NPK Fertilizer,Drip Irrigation
21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,grapes,18.83533512,5.179628808,1.761343084,397.1477629,3.846894053,19.66106537,98.93733455,30.2672202,67.7859324,1.510283709,Loamy Soil,Compost,Surface Irrigation
17,136,195,41.20733624,81.61051026,6.389783283,65.90227462,grapes,24.93024937,8.363752567,8.758555087,400.0308097,9.51596698,16.36813878,88.60967433,19.0639263,96.79660513,4.974642461,Loamy Soil,NPK Fertilizer,Subsurface Irrigation
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,grapes,26.8860045,6.712088787,0.201829628,379.1044685,2.131121714,12.244586,27.10703134,32.44756555,66.22154842,3.736296205,Sandy Soil,NPK Fertilizer,Subsurface Irrigation
22,133,201,23.81995682,80.12211649,6.00299607,67.2739864,grapes,21.90240447,7.5324223,11.94020222,444.3316429,9.6919405,6.173710232,17.60891407,3.32477106,72.25644961,3.294130838,Loamy Soil,NPK Fertilizer,Drip Irrigation
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,grapes,16.96396247,6.787804832,12.46516203,391.0944074,5.992741677,11.07703019,28.09357312,44.20485697,91.99722469,2.871138833,Clayey Soil,NPK Fertilizer,Subsurface Irrigation
8,136,201,41.65602996,82.22118237,5.609255992,74.19664838,grapes,24.43952239,8.993371822,5.693625193,350.1129099,9.479764547,17.3223225,20.1196563,8.651581224,95.33081103,3.183705727,Loamy Soil,Compost,Surface Irrigation
25,129,195,17.98667801,81.17712085,5.777271492,72.37127689,grapes,13.37246186,7.228892156,9.797887073,409.2209213,4.151222912,12.62241238,7.036277249,33.12339266,57.76444685,4.230184152,Clayey Soil,Organic Manure,Surface Irrigation
16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,grapes,29.4818717,9.236200126,10.847404,443.300979,6.76244945,16.39860447,58.63846536,7.641042673,78.83405082,4.092488991,Clayey Soil,NPK Fertilizer,Surface Irrigation
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,grapes,17.30612882,11.04977993,5.885028683,395.4139856,5.615047122,9.833618826,43.40807994,46.59261261,69.68441598,3.493941634,Sandy Soil,Organic Manure,Subsurface Irrigation
38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,grapes,10.07092719,5.833881649,15.70376938,374.8212161,2.109915578,6.169632648,12.0880397,6.547539854,30.56937259,2.562292583,Clayey Soil,Compost,Sprinkler Irrigation
33,120,205,35.12158265,82.26890793,5.550832178,69.71518491,grapes,24.79683591,5.263796466,17.60478398,410.7404535,3.617901303,19.08868539,3.663848019,30.66632003,69.24332696,1.56512682,Loamy Soil,Urea,Sprinkler Irrigation
35,125,204,19.6491772,80.15215777,6.107741788,73.69529586,grapes,14.01281834,10.77974296,13.11953204,429.7709642,4.256516055,10.63103895,1.859841561,37.85574607,62.52104126,1.560735937,Sandy Soil,NPK Fertilizer,Surface Irrigation
1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,grapes,17.18645508,5.559540684,6.707939735,441.0045956,3.862613626,10.224466,52.38547729,47.00922795,51.74541809,2.164823646,Loamy Soil,Organic Manure,Drip Irrigation
39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,grapes,19.64843562,5.596897115,10.99964096,419.8522368,7.659274997,17.87948867,41.02531326,45.8498672,57.74241995,2.693152244,Loamy Soil,Organic Manure,Drip Irrigation
28,145,202,19.2077707,82.9042841,6.484323189,66.83113717,grapes,11.87986432,6.259675705,6.293929121,431.9056557,3.926291112,7.351637762,49.63497689,24.70709638,36.43542777,4.04435856,Loamy Soil,NPK Fertilizer,Sprinkler Irrigation
6,128,200,25.96308415,82.57813624,5.838748311,70.31782647,grapes,19.18308618,11.10000801,7.813251814,448.189964,1.326478906,7.093745903,66.27066113,20.67176967,13.6262033,2.335651343,Clayey Soil,Urea,Drip Irrigation
6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,grapes,12.95126302,9.53632763,7.643248929,372.0350798,8.930473392,16.28513744,86.18134726,48.78535471,31.97429382,3.359510456,Clayey Soil,Urea,Sprinkler Irrigation
29,122,196,41.94865736,81.15595212,5.638328481,73.06862952,grapes,24.30883059,7.41501014,3.824520031,362.7021965,5.154645133,18.87619068,6.392974508,6.448507977,27.15841404,3.872200141,Clayey Soil,Urea,Surface Irrigation
37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,grapes,16.08614815,6.164542047,7.653714867,414.0468318,3.484522074,6.775538323,71.0943572,10.40319883,41.86682701,1.099840373,Sandy Soil,Compost,Sprinkler Irrigation
38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,grapes,20.80539672,8.966821066,4.149904103,385.2810958,4.992222664,6.304349792,96.6426687,28.6324662,52.7373182,4.043878163,Clayey Soil,Organic Manure,Sprinkler Irrigation
38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,grapes,20.22125964,7.240012661,4.136524286,382.4078501,5.573627918,18.79437269,53.60714098,13.69731589,36.31531501,4.12475907,Loamy Soil,Organic Manure,Surface Irrigation
14,121,203,9.724457611,83.74765639,6.158689406,74.46411148,grapes,23.49758448,10.7930369,19.8330469,405.1807446,2.979651911,8.169051549,26.50588117,44.31777616,83.82672728,3.936387708,Sandy Soil,Organic Manure,Drip Irrigation
6,125,204,27.92004934,82.93262435,5.733539807,69.92092839,grapes,14.38786061,11.20877829,15.67461595,388.2835877,4.190594181,13.5956014,95.42073627,29.11629366,67.56984388,3.246950436,Loamy Soil,Compost,Sprinkler Irrigation
32,138,197,9.535585543,80.73112694,5.908724337,69.44115171,grapes,22.5460242,7.019064616,19.91998261,354.706716,8.646030079,6.314869927,69.10892335,33.20521377,17.71700476,2.309931003,Clayey Soil,Organic Manure,Sprinkler Irrigation
11,124,204,13.42988625,80.06633966,6.361141107,71.40043037,grapes,13.61708341,9.313099373,8.312904501,366.8066969,9.218050238,5.788812315,3.259690908,26.96694078,74.15920454,2.987473431,Clayey Soil,Compost,Surface Irrigation
23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,grapes,20.65925304,11.59312616,5.980267101,391.0178553,1.278220659,8.906972853,57.90837286,7.600589668,59.84541814,3.422685194,Sandy Soil,Urea,Drip Irrigation
40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,grapes,25.79774742,8.493290317,18.630557,350.886505,4.790904206,16.1937125,43.61904285,43.41065093,23.40627216,4.608156964,Sandy Soil,NPK Fertilizer,Sprinkler Irrigation
6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,grapes,29.96861748,10.55504809,12.36261209,382.6860283,2.581812486,15.98073438,29.77239252,39.95702601,36.58539367,3.041394154,Clayey Soil,Organic Manure,Surface Irrigation
37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,grapes,10.58587897,7.032791431,9.991407035,448.8309842,2.509372032,14.25054865,78.63178057,8.575076618,20.51057584,3.176896971,Sandy Soil,Organic Manure,Sprinkler Irrigation
35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,grapes,13.62088759,8.60428261,19.87887962,356.2586011,1.934781599,7.034460884,83.61378678,19.00469807,59.30809418,2.584635792,Sandy Soil,Urea,Subsurface Irrigation
119,25,51,26.47330219,80.92254421,6.283818329,53.65742581,watermelon,15.08057143,8.02728311,14.96982191,414.225997,1.344140889,14.52387825,22.36404949,18.53153409,33.02319611,2.080801459,Sandy Soil,NPK Fertilizer,Surface Irrigation
119,19,55,25.18780042,83.44621709,6.818261383,46.87420883,watermelon,24.4271216,10.10171827,8.170348736,360.6510451,3.253267295,13.90876476,13.71083505,46.6505104,7.16578812,2.990449002,Clayey Soil,Compost,Drip Irrigation
105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,watermelon,27.84067676,7.579268771,8.261587576,431.534796,5.734523033,12.1671692,69.9766378,37.01421916,71.28015677,4.313107986,Loamy Soil,NPK Fertilizer,Drip Irrigation
114,8,50,24.74631269,88.30866319,6.581587932,57.95826144,watermelon,21.72258032,5.772596623,19.18105644,372.8640912,2.921236687,9.814372622,58.1174511,26.13257342,93.85424064,4.577691527,Loamy Soil,Urea,Drip Irrigation
93,22,52,26.58740671,81.32563243,6.932739726,41.87540028,watermelon,21.60234417,7.231309664,14.06673668,352.1877936,3.449338254,14.41379909,14.85615263,1.302893242,8.119585086,2.521204751,Clayey Soil,Urea,Drip Irrigation
80,26,55,24.53442564,88.989272,6.140099215,49.11618732,watermelon,25.1271904,9.361535531,6.525326773,398.5159902,1.921400156,14.63318446,94.15471969,3.464323935,52.15214521,2.630269444,Sandy Soil,NPK Fertilizer,Sprinkler Irrigation
85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,watermelon,23.83045366,7.850181282,17.03606066,379.2687004,8.289147416,6.606951477,10.19371123,41.96179721,70.62777845,2.516279113,Clayey Soil,Compost,Sprinkler Irrigation
85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,watermelon,25.31446082,5.020614937,19.92111657,405.4802249,1.968575103,5.408733667,64.51343391,37.5340416,90.11547923,2.834910566,Loamy Soil,Compost,Drip Irrigation
82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,watermelon,12.9119165,7.590671246,5.333382637,439.9962069,5.432401317,6.552262386,38.8377506,19.98851494,71.51384951,1.913944876,Clayey Soil,Organic Manure,Drip Irrigation
118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,watermelon,29.52900184,7.32965926,8.942970321,353.5942329,3.670858872,12.27144021,41.09571996,23.17977192,6.746357498,2.52878924,Clayey Soil,Compost,Drip Irrigation
83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,watermelon,18.94442814,9.774312501,14.75450832,428.5706645,9.684923032,10.22501744,5.248957745,2.468542945,7.128698133,1.158774709,Clayey Soil,NPK Fertilizer,Sprinkler Irrigation
86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,watermelon,26.62102215,8.463979428,2.784241002,402.6465894,2.76481259,8.97857667,51.53359902,30.97706888,12.65170991,3.230013297,Sandy Soil,Urea,Drip Irrigation
101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,watermelon,21.08846328,7.243667985,9.836275473,388.9748624,1.180200561,5.958716121,92.03340144,18.91856343,94.24733641,1.030728888,Sandy Soil,Organic Manure,Drip Irrigation
119,9,50,26.74550678,83.9195902,6.251286661,40.794305,watermelon,23.37443777,5.645978958,9.490062564,449.9843895,5.373932968,8.689542881,64.18630579,28.75736233,68.0827048,4.481753215,Clayey Soil,Organic Manure,Subsurface Irrigation
104,17,46,25.7131428,80.22972777,6.190015912,43.08961827,watermelon,26.07786631,5.142872354,4.335479444,365.7097368,5.402968184,11.56277296,6.670529898,35.12298782,75.52895986,2.402254726,Loamy Soil,Urea,Subsurface Irrigation
95,12,51,25.76484262,84.1726996,6.681606702,44.22066914,watermelon,21.47110399,5.207475487,10.75278167,430.5980312,5.573705503,10.15498381,89.03383334,25.45050589,40.46983397,3.267503184,Loamy Soil,Compost,Drip Irrigation
102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,watermelon,27.73207831,10.91999762,17.63895868,449.1074899,9.133904217,11.19473277,70.83869482,16.72870041,32.02400038,2.765993089,Sandy Soil,Urea,Surface Irrigation
109,21,55,24.9004602,89.73524177,6.770278088,57.44942094,watermelon,24.41540813,5.701971326,3.764198699,427.0119077,9.712236544,17.14764565,17.04987029,34.16245591,9.072533931,2.055680593,Clayey Soil,Compost,Drip Irrigation
81,18,50,26.80750629,88.22874955,6.429788073,58.79889057,watermelon,24.02621718,8.706022169,7.244390808,423.087371,2.142199118,18.4455247,68.9481559,42.21221947,1.478773919,2.05140843,Clayey Soil,Urea,Subsurface Irrigation
103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,watermelon,16.80893605,7.639288519,5.475668323,391.6463973,9.667935901,17.1237383,47.17226506,33.14864616,46.06870133,3.885446087,Clayey Soil,NPK Fertilizer,Surface Irrigation
105,14,50,26.2148837,87.6883982,6.419052193,59.65590798,watermelon,12.32283303,6.310621094,0.746636431,408.4361893,1.99997682,13.95991972,24.99863138,32.32397981,19.85793443,2.166546444,Clayey Soil,Compost,Surface Irrigation
97,8,52,24.9103226,86.97190046,6.237861736,49.48575692,watermelon,22.42538641,6.950997186,13.73353447,391.2269332,4.335658249,5.204122428,63.8086986,32.33271571,60.75139543,2.860168528,Sandy Soil,NPK Fertilizer,Drip Irrigation
120,19,49,25.79448878,84.26830701,6.762471629,56.45229202,watermelon,23.6107707,7.996035176,14.98743202,387.4973859,1.43833818,19.3942082,67.75625933,4.580019101,41.41342424,3.84021285,Clayey Soil,Organic Manure,Subsurface Irrigation
95,16,55,25.26931156,87.55055105,6.612847999,40.12650421,watermelon,23.47128345,9.63736914,12.63997706,361.9440731,6.419037989,19.98847425,87.90543658,1.196014801,55.59309361,2.710534773,Clayey Soil,Urea,Subsurface Irrigation
83,29,52,25.76402693,87.5931128,6.704688865,46.05122728,watermelon,17.72252216,7.626112679,15.0826529,419.3680018,4.166017931,5.168748148,3.514578867,15.12888717,86.27092573,1.613740633,Sandy Soil,Organic Manure,Surface Irrigation
